搜尋TAG,標題,連結
失智症+憂鬱,憂鬱、失眠、自行停藥 巴金森病困擾多 新書《巴金森病88問》助全台巴友家庭,https://health.udn.com/health/story/122253/7543052
失智症+憂鬱,中風後要當心！4步驟揪出躲在中風後遺症下的巴金森病,https://health.udn.com/health/story/122253/7541939
失智症+憂鬱,名人養生／如同治理公司，退休生活也有計畫且規律的執行！5個堅持讓92歲張忠謀容光煥發,https://health.udn.com/health/story/6039/6549426
失智症+憂鬱,研究指中藥方劑有助改善失智症狀！「一狀況」例外，建議改用針灸、穴位按摩,https://health.udn.com/health/story/6035/7529595
失智症+憂鬱,好好走路就不會老！87歲金融退休董座推薦CP值最高銀髮運動，這樣「健走」防失智遠三高,https://health.udn.com/health/story/122930/7499861
失智症+憂鬱,與失智症、心血管疾病、糖尿病皆有關 日夜顛倒的生活對健康影響有多大？,https://health.udn.com/health/story/6008/7499531
失智症+憂鬱,研究指更年期女性「這時間」熱潮紅 罹患阿茲海默症風險較高,https://health.udn.com/health/story/5966/7478529
失智症+憂鬱,失智友善城市／失智長輩出家門 鬥陣來比賽 嘉縣成功整合醫療及社區資源,https://health.udn.com/health/story/121920/7466963
失智症+憂鬱,圖／年輕型失智症增 平均1.5年才確診／失智友善3,https://health.udn.com/health/story/122905/7443223
失智症+憂鬱,爸爸過世後，媽媽變得很奇怪！是老年憂鬱症？還是失智？,https://health.udn.com/health/story/5964/7459197
失智症+憂鬱,每年有千位65歲以上輕生！老年憂鬱症就醫率低，常誤解為老化、失智、防衛心重,https://health.udn.com/health/story/5964/7459193
失智症+憂鬱,每天吃堅果可降低憂鬱症風險？堅果5大好處1次盤點,https://health.udn.com/health/story/6037/7458514
失智症+憂鬱,白居易樂觀曠達？詠老詩作2特徵透露出他的老年憂鬱,https://health.udn.com/health/story/5964/7424710
失智症+憂鬱,長期吃素竟失智！原來是缺乏維生素B12，多吃這類食物可補足,https://health.udn.com/health/story/6037/7423502
失智症+憂鬱,【線上課程】幫助失智長輩體驗五感　文旦寶寶DIY增強認知,https://health.udn.com/health/story/8118/7423356
失智症+憂鬱,提不起勁、食欲和睡眠習慣改變 醫提醒老年憂鬱增失智風險,https://health.udn.com/health/story/10695/7398494
失智症+憂鬱,吳佳璇／在不得已的病況中 看到另一種生命的體會與思考,https://health.udn.com/health/story/10844/7376983
失智症+憂鬱,別再喝咖啡了，小心記憶力變差？教授破解「腦神經專家」說法,https://health.udn.com/health/story/5965/7338381
失智症+憂鬱,男中暑後大腦受損竟失智！專家：中暑可預防，5件事必知,https://health.udn.com/health/story/5965/7325912
失智症+憂鬱,排便不只跟痔瘡有關 研究發現便秘還可能影響大腦老化風險,https://health.udn.com/health/story/10696/7321221
失智症+憂鬱,這裡痛那裡痛、愛翻舊帳…被老化掩蓋的老年憂鬱症不易察覺 心理師給實用3建議,https://health.udn.com/health/story/5964/7320709
失智症+憂鬱,老化等同退化？5種常被誤認為老化的症狀其實是生病早期表現,https://health.udn.com/health/story/11649/7306403
失智症+憂鬱,降膽固醇的他汀類藥物會致認知下降、記憶混亂嗎？研究這麼說,https://health.udn.com/health/story/6012/7250735
失智症+憂鬱,看過不少職場強人退休後鬱鬱寡歡，他花10年協助老母退休！成功老化不是理所當然「最好50歲開始準備」,https://health.udn.com/health/story/122933/7245953
失智症+憂鬱,你有口腔衰弱嗎？除口乾舌燥、口臭還有可能發生失智、肌少症、憂鬱症,https://health.udn.com/health/story/120650/7233937
失智症+憂鬱,「薑黃」抗發炎、助減肥！怎麼吃最有效？薑黃食用建議一次看 5禁忌族群避免,https://health.udn.com/health/story/6037/7223449
失智症+憂鬱,林志玲淚崩「媽媽不認得我了」！失智症三期別，中期日常生活已需協助,https://health.udn.com/health/story/10695/7217825
失智症+憂鬱,錯把孫媳婦當情人、將影子看成蛇釀火災！「譫妄症」大腦需重新開機，與1疾病關係密切,https://health.udn.com/health/story/5964/7206137
失智症+憂鬱,抗焦慮藥物會造成失智嗎？教授詳解抗焦慮藥的功效和副作用,https://health.udn.com/health/story/6012/7202362
失智症+憂鬱,當「失智長輩」懷疑家人偷東西、看到不存在的人，怎麼辦？醫傳授4大應對技巧,https://health.udn.com/health/story/120650/7183732
失智症+憂鬱,爭鮮90歲「阿嬤級員工」身手超矯健！沒三高、早上還賣菜…讓年輕人驚到下巴差點掉下來,https://health.udn.com/health/story/6039/7165627
失智症+憂鬱,輕度認知障礙也能回復到正常 名醫授簡單易行且不花費的方法,https://health.udn.com/health/story/7392/7145144
失智症+憂鬱,退休後如何不成為另一半及家人累贅？楊聰財：備好「4老」,https://health.udn.com/health/story/122933/7111564
失智症+憂鬱,失智12大危險因子，空汙榜上有名！居家做這幾件事改善空品,https://health.udn.com/health/story/10696/7105938
失智症+憂鬱,減少糖尿病、心血管疾病風險 地中海飲食5大好處一次看,https://health.udn.com/health/story/11649/7101187
失智症+憂鬱,現代人常見4件習以為常的事 可能讓你一步步走向失智,https://health.udn.com/health/story/10696/7095808
失智症+憂鬱,淡大前副校長王高成逝，留遺書「腦部病變智能已失」！醫：高知識份子對失智更敏感,https://health.udn.com/health/story/5999/7092973
失智症+憂鬱,研究指高鎂攝取降失智症風險！預防失智遠離6大危險因子、多吃「這些」高含鎂食物,https://health.udn.com/health/story/5965/7080224
失智症+憂鬱,每天8顆藥變4顆！「長者量六力」調整生活改善健康，情緒營養也重視,https://health.udn.com/health/story/6631/7040066
失智症+憂鬱,以物理調節救失智：重複性經顱磁刺激 讓大腦電流不斷線,https://health.udn.com/health/story/5965/7027006
失智症+憂鬱,愛笑能治病！ 醫師力推「愛笑瑜伽」 有助延緩失智、抗老及憂鬱,https://health.udn.com/health/story/6008/7023424
失智症+憂鬱,2023超級食物出爐！今年沒有「浮萍」，但眾人熱愛的這2物入榜,https://health.udn.com/health/story/6037/6984680
失智症+憂鬱,藥效變短、憂鬱又失眠，有解嗎？巴金森病治療問題全攻略,https://health.udn.com/health/story/122253/7016595
失智症+憂鬱,中年每改善一項就降6% 研究稱七種習慣有助降老年失智風險,https://health.udn.com/health/story/10696/7004437
失智症+憂鬱,便秘就吃瀉藥，罹患失智症風險大增！專家曝愛吃這類食物腸道壞菌生，6招護腸道,https://health.udn.com/health/story/6008/7000879
失智症+憂鬱,35歲以上即高風險！可預測失智症風險的檢查有哪些及誰適合？,https://health.udn.com/health/story/10696/6996126
失智症+憂鬱,年輕照顧者的悲歌！夢想因照顧重擔被打斷  年輕人做出犧牲是必要之責嗎？,https://health.udn.com/health/story/6631/6979944
失智症+憂鬱,4個跡象顯示你的大腦比你實際年齡還老！8招逆轉大腦老化,https://health.udn.com/health/story/6008/6985421
失智症+憂鬱,易被忽略的老人精神疾病！譫妄與失智、老年憂鬱如何分別？,https://health.udn.com/health/story/5964/6981543
失智症+憂鬱,每天10分鐘桌遊，手眼並用防失智！暢通腦部血液循環3方法,https://health.udn.com/health/story/10696/6966981
失智症+憂鬱,陪巴金森病媽媽抓看不見的蛇，照服員籲：記錄發作時間作為指引,https://health.udn.com/health/story/122253/6922220
失智症+憂鬱,理科太太效應2／長者諮商情緒問題 3大因素影響巨大,https://health.udn.com/health/story/5964/6911484
失智症+憂鬱,張金堅 ／便秘、憂鬱、中風…腸道菌叢失衡百病生！教授曝2個改善重點增加腸道好菌,https://health.udn.com/health/story/121886/6907816
失智症+憂鬱,晚上睡太少、午覺睡太多都會提高失智風險！專家教你如何睡得剛剛好,https://health.udn.com/health/story/10696/6880903
失智症+憂鬱,精彩回顧 ／【失智春節照顧攻略】照顧者必看！過年4大照護困擾一次解決,https://health.udn.com/health/story/8118/6871002
失智症+憂鬱,88歲阿公體重及食慾嚴重下降 成大醫師評估缺「鋅」,https://health.udn.com/health/story/6008/6870876
失智症+憂鬱,「你記得晚餐吃什麼嗎？」面對失智者別說這些話！資深護理師教你有效溝通5訣竅,https://health.udn.com/health/story/10697/6834766
失智症+憂鬱,老年憂鬱是失智症早期徵兆！醫：未及時治療恐損傷腦部神經,https://health.udn.com/health/story/10695/6831716
失智症+憂鬱,李偉文／幸福來自主動選擇與釀造美好的回憶,https://health.udn.com/health/story/7401/6810342
失智症+憂鬱,失智症只能預防和延緩 專家曝最能降低患病風險的3大類活動,https://health.udn.com/health/story/10696/6799434
失智症+憂鬱,「雷神索爾」克里斯發現有阿茲海默症基因暫息影！一旦罹患無法根治，6方法預防勝於治療,https://health.udn.com/health/story/5999/6786182
失智症+憂鬱,罹帕金森氏症多年，「抗議天王」柯賜海心因性休克亡！帕金森典型、非典型症狀不同，一習慣助預防,https://health.udn.com/health/story/5999/6780654
失智症+憂鬱,預防失智怎麼做？專家：8種腦補食物+10個健腦好習慣，助你提早護腦！,https://health.udn.com/health/story/10696/6767210
失智症+憂鬱,養兒子老比較快！ 研究指出：兒子養久父母智力下降,https://health.udn.com/health/story/6054/6716360
失智症+憂鬱,不是只有上了年紀才會失智！ 「極早期失智症篩檢量表」8題中2題建議檢查,https://health.udn.com/health/story/10696/6713829
失智症+憂鬱,改善長輩聽力，不再問「有聽沒有到」  若長輩出現這些聽力警訊要當心！,https://health.udn.com/health/story/5969/6706300
失智症+憂鬱,「他們都想害我！」…不想成為醫院每天上演的失智混亂戲碼，預防失智你該馬上做的7件事,https://health.udn.com/health/story/10696/6701800
失智症+憂鬱,防失智、腦霧怎麼吃？營養師揭飲食中易傷腦筋的隱藏地雷,https://health.udn.com/health/story/6037/6680459
失智症+憂鬱,腸道不健康，竟會傷害記憶力？ 防失智不只靠飲食，還要多做一件事,https://health.udn.com/health/story/10696/6681610
失智症+憂鬱,養腦、補腦多吃這15種食材 營養師：多一動作更助增強記憶力,https://health.udn.com/health/story/6037/6669433
失智症+憂鬱,是健忘還是大腦開始退化？小心年輕型失智症,https://health.udn.com/health/story/10695/6368249
失智症+憂鬱,別再說沒時間，每天15分鐘就有成效！這類運動最能預防憂鬱及失智,https://health.udn.com/health/story/6033/6632742
失智症+憂鬱,921國際失智症日 醫師：12項危險因子要避免,https://health.udn.com/health/story/10696/6628856
失智症+憂鬱,打造高齡宅 獨老、雙老人際不斷鏈,https://health.udn.com/health/story/122930/6620639
失智症+憂鬱,醫病平台／照顧者累了嗎？或是不孝？談失智症精神行為症狀住院時家屬的為難,https://health.udn.com/health/story/6001/6566566
失智症+憂鬱,長期濫用安眠藥恐增住院死亡風險 多管齊下才有解,https://health.udn.com/health/story/6012/6570500
失智症+憂鬱,81～90歲就醫率最高 每100人有23人因失智症就醫,https://health.udn.com/health/story/10696/6566293
失智症+憂鬱,認知下降未必是失智 醫師教4關卡檢測助釐清認知障礙原因,https://health.udn.com/health/story/10696/6566299
失智症+憂鬱,失智症患者同時患有心血管疾病為最多 醫師籲須妥善控制,https://health.udn.com/health/story/10696/6566400
失智症+憂鬱,醫病平台／「自主停止飲食，Voluntarily stopping eating and drinking」的臨床與倫理思考,https://health.udn.com/health/story/6001/6532854
失智症+憂鬱,榮民之家命案 醫師：阿茲海默症恐併情緒行為障礙，要注意,https://health.udn.com/health/story/10695/6547187
失智症+憂鬱,鼓鼓媽患失智「每天換人格」 揭照顧者3助力長期抗戰,https://health.udn.com/health/story/10697/6546252
失智症+憂鬱,巴金森治療／巴金森病也會失智？專家提醒家屬要留意 憂鬱可能是合併徵兆,https://health.udn.com/health/story/122253/6520660
失智症+憂鬱,失智症究竟會不會遺傳？醫師提醒非正常老化是警訊,https://health.udn.com/health/story/10696/6519724
失智症+憂鬱,閱讀習慣、語言能力都和失智有關？良好人際關係也有助大腦健康,https://health.udn.com/health/story/10696/6413202
失智症+憂鬱,吃太鹹失智風險提高？營養師：少喝「1飲品」可逆轉,https://health.udn.com/health/story/6037/6495344
失智症+憂鬱,吳佳璇／重建有意義的人際連結,https://health.udn.com/health/story/10844/6480822
失智症+憂鬱,失智後仍可幸福生活，做得到嗎？日本「失智前輩相談室」讓失智者親身分享經驗談,https://health.udn.com/health/story/120650/6466965
失智症+憂鬱,有片／一張床「從結婚用到老」 難怪長者睡不好,https://health.udn.com/health/story/122905/6446613
失智症+憂鬱,投票／防失智、不憂鬱 高齡世代讓自己老得幸福,https://health.udn.com/health/story/122905/6446602
失智症+憂鬱,腦霧和失智症息息相關！一張表讓你秒懂6大差異、學會逆轉,https://health.udn.com/health/story/10695/6427270
失智症+憂鬱,白天常常想睡覺？醫提醒當心可能與三高、心血管疾病有關,https://health.udn.com/health/story/5977/6418564
失智症+憂鬱,走路變慢可能是失智症前兆 專家授1招扭轉大腦萎縮,https://health.udn.com/health/story/10696/6416719
失智症+憂鬱,照顧者的煎熬 該送失智父母到安養院嗎？,https://health.udn.com/health/story/120650/6414023
失智症+憂鬱,送失智媽進養護中心 牛湄湄人生最難過的14天,https://health.udn.com/health/story/120650/6413979
失智症+憂鬱,重複問題、情緒轉變、頻問你是誰...家屬從這些行為發現失智前兆,https://health.udn.com/health/story/10695/6395218
失智症+憂鬱,2022高齡論壇／高齡心理健康專家解惑  失智、憂鬱、失眠都有解,https://health.udn.com/health/story/122419/6398518
失智症+憂鬱,點亮年輕失智者的生命故事！Young記憶會館，年輕失智者的家,https://health.udn.com/health/story/121920/6397082
失智症+憂鬱,記憶力變差、詞不達意就是失智？10項真實「失智症症狀」大公開,https://health.udn.com/health/story/10695/6378211
失智症+憂鬱,與失智者溝通像在對牛彈琴？善用「5技巧」讓互動變順暢,https://health.udn.com/health/story/10697/6376423
失智症+憂鬱,前氣象主播李富城想念愛妻，過馬路恍神警覺生病！ 憂鬱助長失智，透過運動交友走出失落與悲傷情緒,https://health.udn.com/health/story/10429/6379806
失智症+憂鬱,巴金森治療／長輩悶悶不樂又憂鬱 恐是巴金森病惡化徵兆？專家提醒：觀察細節揪出長者失能危機,https://health.udn.com/health/story/122253/6372083
失智症+憂鬱,「地中海飲食」到底怎麼吃？「我的餐盤」口訣教你補足營養,https://health.udn.com/health/story/10696/6357339
失智症+憂鬱,麥得飲食抗氧化及抗發炎！10大食物補腦又助延緩失智,https://health.udn.com/health/story/10696/6360938
失智症+憂鬱,身心紓壓／照顧者才是憂鬱高危險群？18項指標太高可能需要協助,https://health.udn.com/health/story/121919/6334184
失智症+憂鬱,身心紓壓／照顧者你累了嗎？來看看居家照護「10大壓力徵兆」中了幾項,https://health.udn.com/health/story/121919/6345250
失智症+憂鬱,運動能提升大腦健康！伸展、有氧、肌力3測試看出老化程度,https://health.udn.com/health/story/10696/6328071
失智症+憂鬱,身心紓壓／你照顧累了嗎？難以察覺的心病，小心「侍病憂鬱」找上門,https://health.udn.com/health/story/121919/6302535
失智症+憂鬱,【元氣一日課】健康的人每天都會做8件事！有效運動、注重飲食，照著做就能改善生活型態,https://health.udn.com/health/story/122644/6307710
失智症+憂鬱,失智症是什麼？日常警訊、如何預防都看這一篇,https://health.udn.com/health/story/10697/6304653
失智症+憂鬱,老老照顧…70歲顧80歲 有愛扛不住,https://health.udn.com/health/story/6631/6317992
失智症+憂鬱,你不知道的「12項失智症危險因子」！空污、新冠肺炎都要小心,https://health.udn.com/health/story/10696/6310093
失智症+憂鬱,【元氣一日課】年輕就會有肌少症？養成運動習慣、正確補充蛋白質才能有效預防,https://health.udn.com/health/story/122644/6290440
失智症+憂鬱,存腦本許一個沒有失智的未來  調整12個生活形態，維護大腦功能！,https://health.udn.com/health/story/10696/6277968
失智症+憂鬱,獨／癌症、身心障礙、精神疾患可吃抗病毒藥 最快本周公布,https://health.udn.com/health/story/120950/6252786
失智症+憂鬱,【元氣一日課】讓你神經不再大條！專家教你活化腦部，預防腦退化從現在開始,https://health.udn.com/health/story/122644/6236762
失智症+憂鬱,獨／年輕癌症或身心障礙可吃抗新冠病毒藥？指揮中心這樣說,https://health.udn.com/health/story/120950/6231489
失智症+憂鬱,生活照護／失智了怎麼吃飯、穿衣？「食衣住行4大重點」照顧者要知道,https://health.udn.com/health/story/10697/6205373
失智症+憂鬱,【元氣一日課】高溫其實比低溫更容易誘發心血管疾病？小心冷熱溫差的極端變化,https://health.udn.com/health/story/122644/6220865
失智症+憂鬱,醫病平台／催生一座「有溫度的臺灣腦庫」：病友協會的呼聲與期盼,https://health.udn.com/health/story/6001/6208298
失智症+憂鬱,失智症是可以預防的 12堂實作課程從調整生活型態開始,https://health.udn.com/health/story/10696/6204146
失智症+憂鬱,及早進行吞嚥訓練 多運動是延緩巴金森病程的關鍵,https://health.udn.com/health/story/122253/6191819
失智症+憂鬱,新藥+量表納入給付 及早發現巴金森氏症患者,https://health.udn.com/health/story/122253/6191811
失智症+憂鬱,林靜芸／孤獨會增加罹患疾病風險！走出去奉獻你的「老人力」，有人作伴又有成就感,https://health.udn.com/health/story/7403/6174848
失智症+憂鬱,【元氣一日課】沒時間運動？腰背、肩頸痠痛，體脂肪狂飆！7個生活訣竅，助你快速燃脂又健康,https://health.udn.com/health/story/122644/6165534
失智症+憂鬱,【元氣一日課】少吃多動還是瘦不下來？這些技巧助你促進消化又能瘦肚，輕鬆解決肥胖問題,https://health.udn.com/health/story/122644/6152211
失智症+憂鬱,【元氣一日課】失眠睡不著好痛苦，傷身又傷腦！跟著這樣做，助眠補腦，一覺到天亮,https://health.udn.com/health/story/122644/6132558
失智症+憂鬱,【元氣一日課】常胸悶胸痛、呼吸不順、頭暈？恐是「心肌梗塞」徵兆，這些方法助你保護心血管,https://health.udn.com/health/story/122644/6112702
失智症+憂鬱,精神行為／失智者年後情緒不穩 當心黃昏症候群,https://health.udn.com/health/story/10697/6114211
失智症+憂鬱,82歲阿嬤失智症來得急又快速惡化 就醫發現肺癌轉移腦,https://health.udn.com/health/story/6024/6085794
失智症+憂鬱,長輩婉拒外出不是體力差 醫師曝可能跟這細節有關,https://health.udn.com/health/story/5970/6075474
失智症+憂鬱,睡得好就能減少慢性發炎風險 醫揭為何睡眠對大腦健康如此重要,https://health.udn.com/health/story/5965/6074052
失智症+憂鬱,年節熬夜小心加速衰老、猝死！  醫揭「黃金睡眠時間」：不一定要滿8小時,https://health.udn.com/health/story/5964/6072699
失智症+憂鬱,打掃很累？權威醫親授5招「家事療癒術」，能增肌健腦搏開心,https://health.udn.com/health/story/6006/6072591
失智症+憂鬱,有害物質40歲就開始累積 台大醫教777保健法延緩腦齡退化防失智,https://health.udn.com/health/story/5965/6063266
失智症+憂鬱,發炎就是大腦病變的開始！聽手機、吃麵包...劉博仁醫師點名6大促發炎習慣，你可能天天在做,https://health.udn.com/health/story/6039/6032824
失智症+憂鬱,林舜穀／中藥可以預防失智症？高血壓和憂鬱高風險群，中醫師教你遠離失智,https://health.udn.com/health/story/121923/6006540
失智症+憂鬱,嘴破、痠痛、解酒...吃B群有用？覺得累就狂吞？吃「B群」10個正確觀念,https://health.udn.com/health/story/6034/5984870
失智症+憂鬱,活躍老化，長者更要動！10步驟教你如何有效運動、預防疾病,https://health.udn.com/health/story/10696/5969780
失智症+憂鬱,快走防三高、防癌、肌少症！醫教簡單走，多久一次、一次多久是關鍵,https://health.udn.com/health/story/6033/5963321
失智症+憂鬱,撐起長照的移工卻是無援孤島  誰來撐起移工？,https://health.udn.com/health/story/6631/5965009
失智症+憂鬱,為什麼運動是最好的藥？研究證實：能治療26種病,https://health.udn.com/health/story/6033/5942887
失智症+憂鬱,長路漫漫看不到盡頭，家庭照顧者體悟更深！心理師給疫情之下的人們這些建議,https://health.udn.com/health/story/5964/5918883
失智症+憂鬱,預防方法／遠離6大危險因子 1/3的失智症可預防,https://health.udn.com/health/story/121934/5923236
失智症+憂鬱,醫病平台／陽光下的陰影：失智症照顧者的身心壓力,https://health.udn.com/health/story/6001/5913104
失智症+憂鬱,預防方法／老年防憂鬱失智 做好身動、腦動、互動,https://health.udn.com/health/story/121934/5895647
失智症+憂鬱,老年生活擺脫憂鬱失智！「三力、三空、三好」顧身心,https://health.udn.com/health/story/6631/5893910
失智症+憂鬱,照護選擇／打破親力親為失智照顧迷思，別把自己逼到絕境,https://health.udn.com/health/story/121919/5892547
失智症+憂鬱,巴金森病警訊／及早警覺憂鬱焦慮 不能忽略的巴金森病前兆,https://health.udn.com/health/story/122253/5886227
失智症+憂鬱,健康長壽論壇／長輩和你想的不一樣 竟與陌生人最親密,https://health.udn.com/health/story/6631/5888032
失智症+憂鬱,照護選擇／父母需要人照顧，該辭職的是我嗎？先考慮好「這3點」才不後悔,https://health.udn.com/health/story/121919/5868656
失智症+憂鬱,長輩碎碎念、重複説一樣的事，是失智還是老年憂鬱？,https://health.udn.com/health/story/10695/5852563
失智症+憂鬱,近2成新冠重症患 半年內出現焦慮症,https://health.udn.com/health/story/120951/5842835
失智症+憂鬱,精神危害不可小覷 近兩成新冠重症患半年內現焦慮症,https://health.udn.com/health/story/120951/5841334
失智症+憂鬱,長期新冠後遺症 確診者恐提早失智、快速退化,https://health.udn.com/health/story/120951/5821071
失智症+憂鬱,醫病平台／多數高齡者不希望以醫療科技維持生命！尊重生命末期照護選擇是份愛的禮物,https://health.udn.com/health/story/6001/5793825
失智症+憂鬱,衰弱是病？！老化和衰弱有何不同？出現以下病徵要小心,https://health.udn.com/health/story/10695/5791273
失智症+憂鬱,失智老人基金會23周年 籲疫後加速診斷失智症,https://health.udn.com/health/story/121920/5784255
失智症+憂鬱,美研究：孤獨的長者 少活3至5年,https://health.udn.com/health/story/5964/5781501
失智症+憂鬱,避免晚年失能、失智 名醫教你一招逆轉身智衰退症,https://health.udn.com/health/story/6631/5778466
失智症+憂鬱,長者經常感到孤獨恐減壽 美研究：最多少活5年,https://health.udn.com/health/story/5964/5776620
失智症+憂鬱,延緩退化／5招巴金森病居家運動操 訓練肌力延緩手腳顫抖,https://health.udn.com/health/story/122253/5765159
失智症+憂鬱,在65歲以前發病！年輕型失智症早期症狀10大警訊,https://health.udn.com/health/story/10695/5761563
失智症+憂鬱,才40歲竟失智！確診更慢、病程發展更快…年輕型失智症這功能會先被影響,https://health.udn.com/health/story/10696/5751636
失智症+憂鬱,68歲龍劭華糖尿病纏身12年，在沙發上猝逝 ！ 網不捨《含笑食堂》3實力演員「都已成天使」,https://health.udn.com/health/story/5999/5747484
失智症+憂鬱,生活照護／失智長輩白天嗜睡夜間躁動，如何改善睡眠障礙？,https://health.udn.com/health/story/10697/5725265
失智症+憂鬱,你吃的藥可能引發失智風險？專家曝「1成分、7款藥」需注意,https://health.udn.com/health/story/10695/5722358
失智症+憂鬱,照護選擇／該送失智父母到安養機構嗎？評估重點一次認識,https://health.udn.com/health/story/121919/5704321
失智症+憂鬱,醫病平台／守護「看、聽、動、食、樂、智」六大內在能力，預約健康的老年生活,https://health.udn.com/health/story/6001/5681804
失智症+憂鬱,失智警訊／年輕人容易重聽？聽力受損未矯正，小心大腦退化快！保護聽力避免3種NG行為,https://health.udn.com/health/story/10696/5618933
失智症+憂鬱,失智警訊／疫情下沒運動，變胖了嗎？當心肥胖加速腦部退化，把握「3核心」預防失智症,https://health.udn.com/health/story/10696/5618877
失智症+憂鬱,非藥物治療／失智症音樂治療2效果，幫助緩和患者情緒、延緩退化,https://health.udn.com/health/story/121934/5549983
失智症+憂鬱,生活照護／家有失智症患者，該如何佈置？掌握4要點，輕鬆打造失智友善居住環境,https://health.udn.com/health/story/10697/5549966
失智症+憂鬱,失智症治療重點、照護資源，醫師圖文解說,https://health.udn.com/health/story/10695/5519714
失智症+憂鬱,世界無菸日／李俊泰：尼古丁嚴重影響腦神經，腦中風、失智症者更應遠離菸,https://health.udn.com/health/story/5965/5494946
失智症+憂鬱,來得快又急的「譫妄」，症狀有哪些？該如何預防？,https://health.udn.com/health/story/10695/5484595
失智症+憂鬱,睡眠不足恐增失智症風險？助眠操降低焦慮,https://health.udn.com/health/story/10695/5484572
失智症+憂鬱,失智症vs.假性失智症 哪裡不一樣？,https://health.udn.com/health/story/10695/5484538
失智症+憂鬱,預防方法／睡不好有失智風險 3撇步助好眠,https://health.udn.com/health/story/122288/5473916
失智症+憂鬱,潘懷宗／眼淚是珍珠！一滴眼淚竟可篩檢血糖、驗乳癌和失智症？,https://health.udn.com/health/story/7426/5452665
失智症+憂鬱,鍛鍊退休力／當志工能學習、利他 成就感多 孤獨感少,https://health.udn.com/health/story/122931/5458062
失智症+憂鬱,鍛鍊退休力／被需要感隨年齡降低 關係營造 別等退休後,https://health.udn.com/health/story/122931/5458061
失智症+憂鬱,異物千奇百怪吞食經常後果嚴重 醫籲特別留意老人小孩,https://health.udn.com/health/story/5976/5437539
失智症+憂鬱,專業觀點／壓力症候群 照顧者應尋求協助,https://health.udn.com/health/story/6001/5423446
失智症+憂鬱,預防方法／更年期症狀有哪些？醫師教你4步驟，改善更年期不適,https://health.udn.com/health/story/121934/5407072
失智症+憂鬱,照護選擇／照顧失智母想輕生 靠互助家庭伸援,https://health.udn.com/health/story/121919/5402192
失智症+憂鬱,他們恩愛30年，現在卻吵到要離婚！醫：5個常見病癥，恐是早發失智合併妄想,https://health.udn.com/health/story/10695/5372131
失智症+憂鬱,女連忘密碼2日憂患「年輕型失智」 精神科醫師這樣說,https://health.udn.com/health/story/5964/5368924
失智症+憂鬱,最好的藥是你的食物 3種飲食法、10大好食物活化大腦,https://health.udn.com/health/story/6037/5359971
失智症+憂鬱,中年長期感到孤獨 患阿茲海默機率增加,https://health.udn.com/health/story/10695/5349334
失智症+憂鬱,預防方法／每3秒就有1人患失智症！10個健腦食物吃了沒？,https://health.udn.com/health/story/10696/5343637
失智症+憂鬱,巴金森主題／「你這麼好的人，怎會得這種病！」…若你遇見「巴金森氏症」，這些話別說！,https://health.udn.com/health/story/122253/5321497
失智症+憂鬱,想要「老康健」，愈早開始準備愈好！健康長壽的3個實用處方,https://health.udn.com/health/story/6039/5321123
失智症+憂鬱,記性差、性格變、容易受騙！醫師圖文解說失智症警訊,https://health.udn.com/health/story/10695/5318426
失智症+憂鬱,大腦健康／失智不是一個人的事！台28萬失智者 影響百萬人,https://health.udn.com/health/story/10696/5318005
失智症+憂鬱,非藥物治療／延緩退化 音樂會也是藥方,https://health.udn.com/health/story/121934/5318004
失智症+憂鬱,非藥物治療／社交處方箋 台博館將出參考書幫忙治失智,https://health.udn.com/health/story/121934/5317997
失智症+憂鬱,精神行為／你可能不知道：失智症患者的長期記憶有時比正常人還好,https://health.udn.com/health/story/10697/5290699
失智症+憂鬱,【名家專欄】楊聰財／男性也會有更年期　快速自我檢測１０中３要小心,https://health.udn.com/health/story/6048/4890164
失智症+憂鬱,黃頌儼／改善記憶、情緒與睡眠 中醫針灸治失智證實有效,https://health.udn.com/health/story/121923/5261597
失智症+憂鬱,省到一條內褲穿20年的侯昌明，年過半百突想通，花百萬全家暢遊義大利！中年樂活靠4個小秘訣,https://health.udn.com/health/story/10429/5260637
失智症+憂鬱,一輩子都被責任追著跑....一個精神科醫師罹帕金森氏症告白：生病12年，我才真正「活著」,https://health.udn.com/health/story/6005/5224387
失智症+憂鬱,「我絕對不會變成這樣」？遺物整理師：每個垃圾屋背後那些說不出口的苦衷,https://health.udn.com/health/story/6005/5248994
失智症+憂鬱,身心治療引入服務 助部分街友脫離流浪,https://health.udn.com/health/story/5999/5246065
失智症+憂鬱,失智故事／照護失智雙親， 深信被愛的感覺不會遺忘,https://health.udn.com/health/story/121919/5224561
失智症+憂鬱,從你「半夜醒來的次數」竟可預測老後會不會失智？洪蘭：大腦有可塑性，但不喜歡一直變動,https://health.udn.com/health/story/5964/5214808
失智症+憂鬱,全球4千多萬人都中！  醫揭「3危險症狀」恐害中風、失智,https://health.udn.com/health/story/5977/5198066
失智症+憂鬱,心靈雞湯／需要幫助的，不是只有患者而已,https://health.udn.com/health/story/121919/5182840
失智症+憂鬱,預防方法／68歲阿嬤戰勝失智，環遊世界！不想老了認知衰退，請改掉11個習慣,https://health.udn.com/health/story/10696/4131489
失智症+憂鬱,老化、失智差別在哪裡？,https://health.udn.com/health/story/10695/5132915
