vip_id,age,sex,grade,city,cluster（動物種類）,created( 可忽略   ),總分,財務,健康,社交,心靈,獨立,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20
G_102393391754751257,5,2,4,4,3,2024/11/25 16:28,30,35,41.5,30,20,20,2,1,1,1,2,2,"1,3,4",2,"1,2",3,4,"4,5",3,4,2,3,4,4,3,4
F_Abwts__e3N8-A__b,3,2,4,4,5,2024/11/25 10:30,73,80,52.5,80,100,100,2,4,1,2,4,5,"1,2,4,5",1,"1,2",5,,"1,3",1,"1,4,5",3,"1,2,3","1,2","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
6494f7c4,2,2,4,9,4,2024/11/25 10:25,58,85,43,70,60,70,2,4,"1,2",2,3,5,"3,4,5",3,"1,2,3,4",5,,3,3,"1,2,4,5",2,"2,3","1,2,3","1,4,5","1,2,4,5","1,3,5"
1e50f773,3,1,3,4,3,2024/11/25 10:04,33,35,42.75,40,40,20,1,3,2,2,2,1,5,3,1,5,,5,1,5,1,3,"1,2","1,4",1,4
48b2f355,3,1,4,4,6,2024/11/25 10:00,42,60,42.75,30,60,20,1,3,1,2,2,4,"1,4,5",3,2,4,2,"1,3",1,"1,4",2,2,1,"1,4,5",1,3
d2e49fbb,3,1,3,4,5,2024/11/25 09:57,69,95,42,90,100,90,2,4,"1,2,5",2,4,3,"1,2,3,4,5",1,5,5,,"3,5",1,"4,5",2,"1,2,3","1,2,4","1,2,3,4,5","1,2,3,4","1,2,3,4,5"
F_AbxFEM7aE9q7TOto,4,2,4,4,5,2024/11/25 09:54,65,85,42,90,80,100,2,3,"1,2,5",2,4,5,"1,2,4,5",2,5,5,,3,1,"1,3,4,5",2,"1,2,3","1,2,4","1,3,4,5","1,2,3,4,5","1,2,3,4,5"
084612b9,2,2,3,10,1,2024/11/25 09:53,52,50,41.75,40,100,100,1,4,6,3,2,4,4,2,2,3,2,6,1,2,3,1,"2,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
751d6263,3,1,4,4,5,2024/11/25 09:52,62,70,44.5,80,100,100,2,4,2,2,2,5,"2,4,5",3,"1,2",4,5,4,2,"1,2,4,5",2,"2,3","1,2,3,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
G_114079881301947712,1,1,4,4,5,2024/11/25 09:50,80,90,72.75,90,80,40,2,3,"1,2,5",2,5,4,"1,2,3,4",2,2,2,"1,2","1,2,3,4,5",1,"1,2,3,4,5",3,"1,2,3","1,2,3","1,2,3,4","1,3","1,5"
F_Aby0VuXToG_jpdAn,1,1,4,4,4,2024/11/25 09:50,63,60,63.5,70,60,80,2,3,"1,5",3,3,5,"1,4",1,"2,3",3,2,"4,5",1,"1,2,3,5",3,"1,2,3",1,"1,3,4","2,4,5","1,2,3,4,5"
alzlee,5,2,5,2,6,2024/11/25 01:29,49,60,45,40,80,50,2,2,"1,2,5",1,3,2,2,3,5,4,"2,3","2,3,4",1,"1,2,5",2,4,"1,2,3,4","1,2,3,4","1,3","1,4,5"
G_114079881301947712,1,1,4,4,6,2024/11/24 22:26,62,75,54.75,90,60,30,2,3,"1,2,5",2,4,5,"1,2",2,2,2,1,3,1,"1,4,5",2,"1,2,3","1,2,3","2,3,4",3,"1,5"
S_000368.76daa7b0b8e,2,1,5,6,1,2024/11/24 18:43,64,75,50.75,40,80,90,1,3,"1,2,3,4,5",2,3,5,"1,4,5",2,2,3,"1,2,4","1,3",1,"2,5",2,2,"1,2","1,3,4,5","1,2,3,4,5","1,3,4,5"
3.30E+11,4,1,5,1,4,2024/11/24 15:34,66,80,53.25,70,80,60,1,3,"1,2,5",2,5,5,4,2,"1,3,4",3,1,3,2,"1,4,5",2,"1,2,3",1,"1,3,4,5","1,2,3","1,2,3"
3.30E+11,4,1,5,1,4,2024/11/24 15:33,66,80,53.25,70,80,60,1,3,"1,2,5",2,5,5,4,2,"1,3,4",3,1,3,2,"1,4,5",2,"1,2,3",1,"1,3,4,5","1,2,3","1,2,3"
S_001991.97e80f859fc,4,2,4,1,2,2024/11/24 15:19,48,80,40.75,20,20,80,2,3,"1,2",2,5,3,4,3,1,5,,"1,3",2,5,1,1,5,4,"1,4,5","1,2,3,4,5"
b9193b24,4,2,4,1,4,2024/11/24 10:18,65,75,57.5,50,60,90,1,2,"1,2,5",2,3,3,"1,3,4",3,"2,3",2,"1,2,3","1,3",1,"1,4,5",2,"1,3",1,"1,2,4","1,2,3,4,5","1,2,3,5"
bb65e023,4,2,5,14,4,2024/11/24 09:23,59,80,46.5,60,60,90,2,2,"3,4",1,4,3,"1,4,5",3,"2,3",4,2,3,1,"2,4,5",2,"2,3","1,2","2,3,4","1,2,3,5","1,2,3,4,5"
6766ae17,6,2,4,5,2,2024/11/24 01:42,54,80,54.25,10,40,90,2,4,5,2,4,4,4,2,"1,2,3",4,2,"2,3",1,"2,4",2,4,2,"1,3","1,2,3,4,5","1,2,3,5"
513881bc,4,2,4,6,1,2024/11/23 16:34,71,90,74.5,30,60,80,2,2,"1,2",1,5,5,"1,2,3,4",2,"1,2",2,"1,3","3,4,5",1,"1,2,3",1,3,4,"1,2,4","2,3,4","1,2,3,4,5"
f63900d1,2,2,4,6,2,2024/11/23 14:52,39,55,26.75,20,60,60,1,4,"1,5",3,1,5,4,3,1,5,,6,1,6,3,1,5,"3,4,5",4,"1,2,3,4,5"
513881bc,3,1,5,6,4,2024/11/23 14:40,61,55,64,60,40,100,1,3,"1,2,4",2,2,4,"1,4",1,"1,2,3,4",4,4,"2,3,4,5",1,5,2,"1,3","3,4","3,4","1,2,3,4,5","1,2,3,4,5"
513881bc,4,2,3,6,5,2024/11/23 14:37,80,90,66.25,80,100,100,2,2,"1,2",1,4,4,"1,2,3,4,5",2,"1,2,3",2,"2,3","1,2,3,4,5",2,"1,2",2,"1,2,3","1,2","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
513881bc,4,2,3,6,1,2024/11/23 14:36,65,95,43.75,50,100,80,1,2,"1,2",2,5,5,"1,2,3,4,5",3,1,4,5,"1,3,4,5",2,"1,4",3,1,"2,3,4","1,2,3,4,5","1,2,3","1,2,3,4,5"
513881bc,5,2,4,6,4,2024/11/23 14:35,68,100,44.75,90,60,100,2,4,"1,2",2,5,4,"1,2,3,4,5",1,1,3,"2,3",6,1,2,3,"1,2,3","1,2,4","1,4,5","1,2,3,4,5","1,2,3,4,5"
513881bc,4,2,4,6,6,2024/11/23 14:33,59,90,49.75,50,60,60,1,4,"1,2",2,4,5,"1,3,4,5",2,1,4,2,"1,3,4",1,"1,4",2,"2,3",2,"2,3,4","1,3,5","1,2,5"
513881bc,3,1,4,6,1,2024/11/23 14:33,50,35,53.25,60,100,80,2,2,2,3,2,2,5,3,"1,2,3",4,"2,4","1,2,3",1,"2,3",2,"1,2","1,2","1,2,3,4,5","1,2,4","1,2,3,4,5"
513881bc,4,1,4,6,5,2024/11/23 14:33,67,90,37.75,90,100,100,1,4,"1,2",2,4,4,"1,2,4,5",3,1,4,2,"3,5",2,"1,4",2,"1,2,3","1,2,3","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
513881bc,4,2,3,6,3,2024/11/23 14:32,38,65,46.25,0,0,50,2,2,"1,5",3,3,3,"1,2,5",2,"1,2,3",3,5,6,1,6,2,4,5,6,"1,2,3,4",5
513881bc,5,2,3,6,1,2024/11/23 14:32,52,55,40.5,50,80,100,1,2,2,3,4,3,"1,3",3,"1,2",5,,"3,5",2,"1,2,5",2,3,"1,2,4","1,3,4,5","1,2,3,4,5","1,2,3,4,5"
513881bc,2,1,5,6,2,2024/11/23 14:32,56,50,63.75,40,60,70,1,2,1,3,2,5,"4,5",2,1,1,"1,2","1,3,5",1,"1,2,3",2,1,"1,2","1,2,3","1,2,3,5","1,3,5"
513881bc,3,2,4,6,5,2024/11/23 14:32,77,80,62.5,90,100,100,1,4,"1,2",2,3,5,"1,4,5",2,"1,2",4,2,"1,2,3,4,5",1,"1,2,5",3,"1,2,3","1,2,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
513881bc,4,1,3,6,5,2024/11/23 14:31,60,40,79,80,100,60,1,1,"1,2",2,6,4,6,2,"1,2,3,4",2,"1,2","1,2,3,4,5",2,"1,2,3,4,5",2,"1,2","1,2,3,4","1,2,3,4,5","1,4,5","1,3,4"
513881bc,4,2,4,6,5,2024/11/23 14:31,86,100,68,60,100,100,2,4,"1,2",1,5,4,"2,3,4,5",1,"1,2,3,4",3,2,"1,3,4",1,"2,4",2,2,"1,2,3,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
513881bc,4,2,4,6,5,2024/11/23 14:31,85,80,83.5,80,100,80,1,2,"2,5",1,3,4,"1,3,4,5",1,"1,4",1,"1,2","1,2,3,5",1,"1,2,5",1,"1,2","1,2,3,4","1,2,3,4,5","1,2,3,4,5","1,3,5"
513881bc,3,1,4,6,5,2024/11/23 14:30,76,80,59,100,100,90,1,4,"1,2,4",2,4,4,"1,2,4,5",1,5,3,"1,2,4","1,2,3",1,"1,2,4,5",2,"1,2,3","1,2,3,4","1,2,3,4,5","1,2,3,4,5","1,2,3,5"
513881bc,3,2,3,14,3,2024/11/23 14:30,29,45,26,0,20,60,2,3,6,2,6,3,6,3,5,5,,6,1,1,2,4,5,1,"1,2,4","3,4,5"
513881bc,2,2,4,6,2,2024/11/23 14:30,42,55,36.5,50,40,60,2,3,"1,2",3,6,5,"1,4,5",4,"3,4",4,3,3,1,1,3,"2,3",1,"1,2","3,5","1,2,4,5"
513881bc,4,2,4,6,4,2024/11/23 14:30,71,85,58.25,100,40,90,2,3,"1,2,5",2,5,3,"2,3",3,"1,2,3",4,"1,3","1,3,5",2,"2,4",1,"1,2,3","1,2,3,4","1,2","1,2,3,5","1,2,3,4,5"
S_000196.3fed1be7d5c,3,1,4,6,5,2024/11/23 14:29,79,90,66.5,100,100,70,1,3,"1,2",2,5,5,"1,3,4,5",3,"1,2",2,"1,2,3,4","1,3,4,5",1,"1,2,4,5",2,"1,2,3","1,2,3,4","1,2,3,4,5","1,2,3,4,5","1,3"
513881bc,4,2,4,14,5,2024/11/23 14:29,84,100,62,100,100,100,1,4,"1,2",2,5,4,"1,2,3,4,5",3,"1,2,3,4",5,,"1,2,3",1,"1,2,3,4,5",2,"1,2,3","1,2,3,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
513881bc,4,1,4,5,2,2024/11/23 14:29,52,85,46.5,50,20,60,2,2,"1,2",2,5,3,"4,5",3,"1,2",4,2,"3,5",1,"4,5",2,"1,3",1,4,"1,2,5","3,4,5"
513881bc,4,1,4,11,3,2024/11/23 14:29,42,75,38.75,30,20,30,1,3,"1,2",2,4,3,"1,5",2,2,4,2,5,2,"4,5",2,1,1,1,2,"3,5"
513881bc,3,2,3,14,3,2024/11/23 14:29,31,40,32.75,40,20,30,1,4,1,3,6,4,6,3,1,5,,"3,4",1,6,3,"1,3",5,5,"1,2",1
513881bc,3,1,4,14,5,2024/11/23 14:29,94,90,90.25,100,100,100,2,3,"1,2,3,4,5",2,5,5,"1,2,4,5",1,"1,2,3",2,"2,3,4","1,2,3,4,5",1,"1,3,4,5",1,"1,2,3","1,2,3,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
513881bc,4,2,4,6,2,2024/11/23 14:29,41,55,32.75,50,40,60,2,1,"2,5",1,3,2,"3,4,5",3,1,5,,"3,5",1,6,3,"1,2",1,"3,4","1,2,4","1,2,4"
513881bc,2,1,4,6,5,2024/11/23 14:29,69,70,55,80,80,100,2,3,"1,2,5",3,2,5,"1,2,3,4,5",3,5,3,2,"1,2,3,4",1,"1,3,4,5",3,"1,3","1,2,3,4","1,3,4,5","1,2,3,4,5","1,2,3,4,5"
513881bc,4,1,4,6,3,2024/11/23 14:29,25,45,24,20,0,20,2,2,"1,2",3,6,5,6,3,5,3,5,3,3,6,3,1,5,6,3,3
513881bc,4,2,3,14,2,2024/11/23 14:29,47,65,45.75,30,40,70,1,3,"1,2",3,2,5,"1,3,4,5",3,2,4,5,"1,2,3",1,"1,2",3,3,4,"1,5","1,3,4,5","1,3,5"
513881bc,4,1,4,6,5,2024/11/23 14:28,77,100,51.5,100,80,90,2,4,"1,2",2,5,3,"1,2,3,4,5",2,"1,2",4,2,"1,5",2,"1,2,4,5",2,"1,2,3","1,2,3,4","1,3,4,5","1,2,3,4,5","1,3,4,5"
513881bc,3,2,4,6,5,2024/11/23 14:28,76,80,59.5,90,100,100,1,4,"1,2",2,3,5,"1,4,5",2,"1,2",4,2,"1,2,3,4,5",1,"1,2",2,"1,2,3","1,2,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
513881bc,3,2,3,5,4,2024/11/23 14:28,61,55,51.25,80,80,80,1,3,1,2,6,3,"3,4",3,"1,2,3",4,5,"1,2,3",2,"1,2,3",2,"1,2,3","1,2","1,3,4,5","1,4,5","1,2,3,4,5"
513881bc,4,2,5,6,5,2024/11/23 14:28,72,70,59.5,80,100,100,2,2,"1,4",2,5,4,4,1,"1,2",4,1,"1,2,3",1,"1,2,4",2,"1,2,3","1,2","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
513881bc,2,2,4,6,5,2024/11/23 14:28,52,50,32,90,100,80,2,3,"1,2",3,6,3,4,3,5,5,,3,1,"1,5",3,"1,2,3","1,2,3","1,2,3,4,5","1,2,3,4","1,2,3,5"
513881bc,2,2,3,14,3,2024/11/23 14:28,40,55,41,40,40,30,1,2,5,3,2,3,"1,4",2,5,3,2,3,1,1,3,"1,2",5,"1,4","4,5",3
513881bc,4,1,5,6,6,2024/11/23 14:28,49,75,43,60,40,40,1,3,"1,2",2,3,4,"2,3",3,5,3,2,"2,5",1,"2,5",2,"2,3","2,4","1,2","1,2","1,2"
513881bc,4,2,4,6,5,2024/11/23 14:28,59,75,31.75,90,100,80,1,3,1,2,5,4,"1,4,5",3,2,3,2,3,4,"1,3,5",3,"1,2,3","1,2,4","1,2,3,4,5","1,2,3,4","1,3,4,5"
513881bc,4,2,3,6,5,2024/11/23 14:28,78,85,57.5,100,100,100,1,3,"1,2",2,3,3,"1,2,3,4,5",3,"1,2",5,,"1,2,3,4",1,"1,2,3,4,5",2,"1,2,3","1,2,3,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
513881bc,4,2,4,6,4,2024/11/23 14:28,66,95,52.75,70,40,60,1,4,"1,2",2,5,4,"1,3,4,5",2,1,3,"3,4","2,5",2,1,1,"1,2,3",1,"2,4","1,2,3","3,4,5"
513881bc,2,1,4,6,5,2024/11/23 14:28,74,90,53.75,90,100,70,1,4,"1,2",2,4,4,"1,2,4,5",3,1,2,"1,2","3,4",1,"1,3,4",3,"1,2,3","1,2,4","1,2,3,4,5","1,2,3,4,5","1,5"
513881bc,4,1,4,6,1,2024/11/23 14:27,61,75,40.75,60,100,100,2,2,"1,2",3,5,5,"1,4,5",2,1,4,"1,2",3,1,3,2,2,"1,2,3,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
513881bc,4,2,4,6,4,2024/11/23 14:27,66,85,49.5,100,60,100,1,2,"1,2,3,4,5",2,3,3,"1,2,3,4,5",3,"1,2",4,2,"1,2,3,5",1,1,2,"1,2,3","1,2,3,4","1,4,5","1,2,3,4,5","1,2,3,4,5"
513881bc,3,1,4,6,6,2024/11/23 14:27,59,65,54.25,50,80,50,1,3,"1,2,5",3,2,4,"1,2,3,5",1,"1,2,3",4,"1,4",3,1,"3,4",3,"1,2",4,"1,2,3,4","4,5","3,4,5"
513881bc,2,1,5,6,1,2024/11/23 14:27,57,50,63.75,30,80,70,1,2,1,3,2,5,"1,4,5",2,1,1,"1,2","1,3,4",1,"2,3,5",2,1,2,"1,2,3,4","1,5","1,2,3,4,5"
513881bc,1,2,4,6,5,2024/11/23 14:27,76,95,52.5,70,100,100,1,3,"1,2",2,5,5,"1,2,3,4,5",3,"1,2",4,2,3,1,"1,2,3,4,5",2,"1,2,3",1,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
513881bc,4,2,4,6,2,2024/11/23 14:27,64,85,57.75,30,40,90,1,3,1,2,5,3,"1,2,3,4,5",2,2,2,2,"1,3,4,5",1,4,2,1,2,"1,4","1,3,4,5","1,2,3,4,5"
513881bc,4,2,4,6,3,2024/11/23 14:27,44,85,31.75,40,20,30,1,3,"1,2",2,4,4,"1,3,4,5",3,1,4,1,3,2,1,2,3,"2,4",1,"1,2",4
513881bc,3,2,4,6,2,2024/11/23 14:27,50,75,43,30,40,80,1,4,"1,2,5",2,4,4,1,1,5,4,2,3,1,"1,2",3,2,2,"2,5","1,2,3,4","1,2,3,4"
513881bc,1,2,4,6,6,2024/11/23 14:27,37,40,44,40,60,20,1,1,2,2,2,5,"1,4",2,5,3,2,"3,5",1,4,2,3,"2,4","1,4,5",3,5
513881bc,4,1,4,5,4,2024/11/23 14:27,64,80,53.75,50,60,80,1,4,"1,2",2,4,5,"1,2",2,1,3,"1,4",3,1,"1,2,4,5",2,1,"1,2,3","1,3,4","1,2,3,4,5","1,2,5"
513881bc,3,1,4,6,6,2024/11/23 14:26,60,75,58.5,60,40,50,1,2,"1,2",2,2,3,"3,4,5",2,"1,2",2,4,"4,5",1,"2,4",2,"1,2","2,4","1,2","1,2,3","1,3"
513881bc,4,2,5,6,1,2024/11/23 14:26,49,45,50,20,80,100,1,3,3,3,6,5,"1,4,5",1,"1,2,3,4",4,2,6,2,"2,5",2,1,5,"1,2,3,4","1,2,3,4,5","1,2,3,4,5"
513881bc,4,1,3,14,4,2024/11/23 14:26,68,95,55.5,60,60,60,2,4,"1,2,3,4",2,5,4,"1,3,4,5",3,"1,2",4,4,"1,2",1,"1,2,3,4,5",2,"1,2","1,2","1,3,4","1,2,3,5","1,5"
513881bc,4,2,5,6,1,2024/11/23 14:26,49,45,50,20,80,100,1,3,3,3,6,5,"1,4,5",1,"1,2,3,4",4,2,6,2,"2,5",2,1,5,"1,2,3,4","1,2,3,4,5","1,2,3,4,5"
513881bc,4,2,4,14,5,2024/11/23 14:26,62,50,51,100,80,90,1,2,1,3,2,3,"1,4,5",3,5,2,"1,2","1,2,3",4,"1,2,3,5",1,"1,2,3","1,2,3,4","1,2,3,4","2,3,4,5","1,2,3,4,5"
513881bc,2,1,5,6,5,2024/11/23 14:26,70,65,56.75,80,100,100,1,2,5,2,3,3,1,3,2,1,3,"2,4,5",1,"1,2",2,"1,2,3","1,2","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
513881bc,4,2,5,6,5,2024/11/23 14:26,86,80,74,100,100,100,1,3,"1,2,5",2,5,5,4,1,"1,2,3,4",3,"1,3","1,2,3",1,"1,2,4,5",2,"1,2,3","1,2,3,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
513881bc,4,2,4,6,1,2024/11/23 14:26,72,95,62,50,80,70,2,4,"1,2",1,4,4,"1,2,3,4,5",2,"1,2,3,4",3,2,"1,3",1,"4,5",2,"1,2",4,"1,3,4,5","2,3,4,5","1,4,5"
513881bc,4,2,3,6,3,2024/11/23 14:26,21,50,16,0,0,10,1,2,"1,2",3,2,3,1,3,5,5,,6,3,5,2,4,5,6,6,4
513881bc,3,2,4,6,2,2024/11/23 14:26,42,55,32.75,10,60,90,1,4,1,2,2,5,1,3,1,5,,6,1,"3,5",3,4,1,"1,3,5","1,2,3,4,5","1,2,3,5"
513881bc,4,1,4,6,6,2024/11/23 14:26,50,75,47.75,30,60,40,1,4,4,1,4,5,"2,4",2,1,3,2,3,1,"1,4",3,2,1,"1,3,4","1,2","2,4"
513881bc,5,1,4,6,1,2024/11/23 14:26,58,80,35.75,50,100,80,1,3,"1,2",2,4,3,"1,4,5",3,2,5,,6,1,"1,4,5",2,3,"1,3,4","1,2,3,4,5","1,2,3","1,2,3,4,5"
513881bc,3,1,4,6,6,2024/11/23 14:26,51,70,44.5,50,60,60,1,2,"1,2",3,4,3,"1,3,4",3,"1,3",4,2,"1,3,5",2,"1,2",3,"1,3",4,"1,3,4","1,4,5","3,4,5"
513881bc,2,2,4,6,5,2024/11/23 14:26,65,75,46.75,90,100,90,2,2,"1,2",3,3,4,"1,2,3,4,5",2,1,4,1,"1,3",1,"1,5",2,"1,2,3","1,2,4","1,2,3,4,5","1,2,3,4,5","1,2,3,5"
513881bc,4,1,4,6,3,2024/11/23 14:26,41,65,37.75,40,20,40,1,4,"1,2,5",2,1,5,5,3,1,4,2,"2,3,5",2,1,2,3,"2,4",1,"1,2,3",1
513881bc,5,2,4,6,6,2024/11/23 14:26,52,90,53.75,30,40,20,1,2,"1,2",2,5,4,"1,3,4,5",1,1,3,4,"1,3",1,"1,2",2,3,2,"3,4",3,1
513881bc,2,2,3,14,5,2024/11/23 14:26,59,65,48.75,70,80,100,2,3,"1,2",2,2,5,"1,4",1,1,5,,3,1,"1,2,4,5",3,"1,2","1,2,3","1,3,4,5","1,2,3,4,5","1,2,3,4,5"
513881bc,1,2,4,6,5,2024/11/23 14:26,69,55,63.5,80,100,100,1,4,"2,5",3,1,4,"1,4",2,"2,3",3,"2,3","3,4,5",1,"1,2,4,5",2,"2,3","1,2,3,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
513881bc,4,2,4,6,4,2024/11/23 14:26,71,85,58.25,100,40,90,2,3,"1,2,5",2,5,3,"2,3",3,"1,2,3",4,"1,3","1,3,5",2,"2,4",1,"1,2,3","1,2,3,4","1,2","1,2,3,5","1,2,3,4,5"
513881bc,4,2,4,6,6,2024/11/23 14:26,67,90,59.75,60,60,50,1,3,"1,2",2,5,3,"1,3,4,5",3,1,2,2,"1,3,4",1,"1,3,4,5",2,"2,3","1,2","1,4,5","1,4","3,4,5"
513881bc,2,2,4,6,4,2024/11/23 14:25,67,65,57,100,60,90,1,3,"1,5",3,2,3,"1,3,4,5",2,5,2,3,"1,2,3,4,5",1,1,2,"1,2,3","1,2,3,4","1,4,5","1,2,3,4","1,2,3,4,5"
513881bc,4,2,4,6,4,2024/11/23 14:25,73,100,61.5,60,60,80,1,4,"1,2",2,5,4,"1,2,3,4,5",1,"2,3",2,"1,2",3,1,"1,2,4",2,"1,2","1,2","1,4,5","1,2,3,4","1,2,3,5"
513881bc,2,1,4,6,6,2024/11/23 14:25,47,70,39.75,40,60,40,2,3,"1,2",2,2,3,"4,5",3,2,4,2,3,1,"1,5",3,2,"2,4","1,3,4",5,"2,3,5"
t867505,2,1,5,6,6,2024/11/23 14:25,49,60,43,60,60,60,1,1,"1,2,5",2,3,2,"1,2,3,4,5",3,5,3,"2,3",6,1,"1,2,4,5",3,2,"1,2,3,4","1,2,4","1,3","1,2,3,5"
513881bc,1,1,4,6,4,2024/11/23 14:25,66,65,62,80,60,90,1,2,"1,2",1,3,3,1,2,"1,2,3,4",3,2,"3,4",1,"2,5",3,"1,2,3","1,2","1,3,4","1,2,3,4,5","1,3,4,5"
513881bc,4,2,3,6,4,2024/11/23 14:25,58,65,49.75,80,60,100,1,2,"1,2,3,4,5",2,6,4,"1,4,5",2,1,2,2,3,2,"1,2,5",2,"1,2,3","2,4","1,3,4","1,2,3,4,5","1,2,3,4,5"
513881bc,4,2,4,6,3,2024/11/23 14:25,51,85,61,30,20,20,2,4,"1,2",2,3,4,"1,2,4,5",3,"1,2,3,4",2,2,4,2,2,1,1,2,2,2,2
513881bc,1,2,4,6,4,2024/11/23 14:25,50,70,35.75,60,40,80,2,2,"1,2",3,2,3,"1,2,3,4,5",3,1,5,,3,1,"3,5",3,"1,2","1,2","1,2","1,3,4,5","1,2,3,4"
513881bc,4,2,5,6,5,2024/11/23 14:25,67,75,56.5,90,80,60,2,2,"3,4",2,3,3,"1,4,5",2,"1,2",2,"1,2","1,3",2,"2,3,5",2,"1,2,3","1,2,4","1,2,4,5","1,3","1,3,4,5"
513881bc,2,2,4,6,6,2024/11/23 14:25,39,40,36.75,40,100,20,1,4,1,3,6,4,1,3,1,4,2,6,1,"1,4",2,1,"1,4","1,2,3,4,5",5,3
513881bc,3,2,4,6,6,2024/11/23 14:24,50,70,46.75,60,40,50,2,3,"1,2",2,3,3,"1,3",1,1,4,"2,3","1,3",1,1,2,"1,2","1,2","1,3","1,2","1,2,3"
8fa5de70,2,1,4,6,5,2024/11/23 14:24,67,80,50.5,90,100,40,1,3,"1,2",2,4,4,"1,4,5",3,"1,2",3,"2,4",3,1,"1,4,5",3,"1,2,3","1,3,4","1,2,3,4,5","3,4","1,3"
513881bc,1,2,3,6,5,2024/11/23 14:24,84,75,84,60,100,100,2,4,"1,5",2,3,5,"1,4",2,"1,2,3,4",3,"2,3","1,3,5",1,"1,2,3,4,5",1,"1,2","1,2","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
513881bc,2,2,4,6,6,2024/11/23 14:24,48,60,38.75,50,80,50,2,3,"1,2,5",3,2,5,"1,4,5",3,2,5,,6,1,"1,2,4,5",2,"2,3",4,"1,2,4,5","2,3,5","2,5"
513881bc,1,2,4,6,3,2024/11/23 14:24,36,50,38.75,30,60,0,1,2,"1,2,5",3,2,2,"2,4",3,2,5,,3,1,"2,3,5",3,1,2,"1,2,5",6,6
513881bc,4,1,4,6,2,2024/11/23 14:24,40,65,35.75,10,40,50,1,2,"1,2",3,3,3,"1,4,5",3,1,3,1,"3,5",2,6,2,4,1,"1,2","1,2,3","1,3"
513881bc,3,1,4,6,6,2024/11/23 14:24,59,60,56,70,80,40,1,2,"2,5",3,2,4,"1,4,5",2,"1,2,3,4",3,"1,4",3,1,3,3,"1,2,3",4,"1,2,3,4","2,5","3,5"
513881bc,3,2,4,6,6,2024/11/23 14:24,47,50,47.5,30,100,50,2,3,"1,2",2,1,2,4,2,"1,2",4,2,3,1,"1,5",3,3,1,"1,2,3,4,5","1,3,5","1,3"
513881bc,1,1,4,6,5,2024/11/23 14:24,70,65,55.75,100,100,90,2,4,"1,2,5",2,2,3,6,1,1,4,5,"1,3,4",1,"1,2,5",3,"1,2,3","1,2,3,4","1,2,3,4,5","1,2,3,5","1,2,3,4,5"
513881bc,2,2,4,6,4,2024/11/23 14:24,62,95,46.75,60,60,70,1,4,"1,2,5",2,4,4,"1,2,3,4,5",2,1,2,"1,2",1,2,"1,4",3,"1,2","1,3","1,2,4","1,4,5","1,3,4,5"
elsaycwu,3,2,4,8,5,2024/11/23 14:23,71,95,52.25,70,100,50,2,3,"1,2,5",2,5,5,"1,2,3,4,5",4,"1,2,3",5,,"1,3,4,5",2,"1,2,3,4,5",3,"2,3","1,2,4","1,2,3,4,5","4,5","1,3,5"
513881bc,2,2,4,6,3,2024/11/23 14:23,39,60,32.75,30,40,40,1,2,4,2,3,5,4,3,1,5,,1,1,1,3,3,1,"1,4","1,4","4,5"
513881bc,1,2,4,6,5,2024/11/23 14:23,92,95,81,90,100,100,1,4,"1,2",2,5,4,"1,3,4,5",2,"1,2,3,4",2,"1,2","1,2,3,4,5",1,"1,2,4,5",3,"1,2,3","1,2,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
513881bc,1,1,4,14,5,2024/11/23 14:23,80,75,68,70,100,100,1,4,"1,2",2,3,4,"1,4",1,"1,2,3,4",3,2,3,1,"1,2,4,5",2,"1,2","1,2,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
clever0891mxAQD1XR,3,2,5,14,1,2024/11/23 13:31,70,80,66.5,60,80,70,1,2,"3,4,5",2,5,4,"1,4",2,"1,3",3,"2,3,4","2,3,5",1,"1,2,3,4,5",3,"1,2","1,2","1,2,4,5","1,3,4","1,2,3,4"
